Country,date_data,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious_Critical,Cases_per_1M,Deaths_per_1M,TotalTests,Tests_per_1M,date_download,Continent,Population,ISO3
Bahrain,2020-04-11,1040,115,6,NA,555,479,3,611,4,60425,35511,2020_04_12_11_00_04_GMT,Asia,NA,BHR
Lithuania,2020-04-11,1026,27,23,1,54,949,14,377,8,38472,14132,2020_04_12_11_00_04_GMT,Europe,NA,LTU
Hong Kong,2020-04-11,1001,11,4,NA,336,661,14,134,0.5,96709,12900,2020_04_12_11_00_04_GMT,Asia,NA,HKG
Armenia,2020-04-11,967,30,13,1,173,781,30,326,4,6484,2188,2020_04_12_11_00_04_GMT,Asia,NA,ARM
Bosnia and Herzegovina,2020-04-11,946,45,37,1,139,770,4,288,11,6911,2106,2020_04_12_11_00_04_GMT,Europe,NA,BIH
Kazakhstan,2020-04-11,865,53,10,NA,81,774,21,46,0.5,61955,3300,2020_04_12_11_00_04_GMT,Asia,NA,KAZ
Cameroon,2020-04-11,820,NA,12,NA,98,710,NA,31,0.5,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,CMR
Uzbekistan,2020-04-11,767,143,4,1,42,721,8,23,0.1,70000,2091,2020_04_12_11_00_04_GMT,Asia,NA,UZB
North Macedonia,2020-04-11,760,49,34,2,41,685,15,365,16,7653,3673,2020_04_12_11_00_04_GMT,Europe,NA,MKD
Slovakia,2020-04-11,728,13,2,NA,23,703,5,133,0.4,25846,4734,2020_04_12_11_00_04_GMT,Europe,NA,SVK
Tunisia,2020-04-11,685,14,28,3,43,614,85,58,2,10676,903,2020_04_12_11_00_04_GMT,Africa,NA,TUN
Bulgaria,2020-04-11,661,26,28,3,62,571,32,95,4,18502,2663,2020_04_12_11_00_04_GMT,Europe,NA,BGR
Latvia,2020-04-11,630,18,3,NA,16,611,2,334,2,27796,14737,2020_04_12_11_00_04_GMT,Europe,NA,LVA
Cuba,2020-04-11,620,56,16,1,77,527,11,55,1,13162,1162,2020_04_12_11_00_04_GMT,North America,NA,CUB
Lebanon,2020-04-11,619,10,20,NA,77,522,34,91,3,14055,2059,2020_04_12_11_00_04_GMT,Asia,NA,LBN
Cyprus,2020-04-11,616,21,10,NA,61,545,8,510,8,17119,14179,2020_04_12_11_00_04_GMT,Asia,NA,CYP
Andorra,2020-04-11,601,NA,26,NA,71,504,17,7778,337,1673,21653,2020_04_12_11_00_04_GMT,Europe,NA,AND
Costa Rica,2020-04-11,577,19,3,NA,49,525,13,113,0.6,6608,1297,2020_04_12_11_00_04_GMT,North America,NA,CRI
Afghanistan,2020-04-11,555,34,18,3,32,505,NA,14,0.5,NA,NA,2020_04_12_11_00_04_GMT,Asia,NA,AFG
Oman,2020-04-11,546,62,3,NA,109,434,3,107,0.6,NA,NA,2020_04_12_11_00_04_GMT,Asia,NA,OMN
Ivory Coast,2020-04-11,533,53,4,1,58,471,NA,20,0.2,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,CIV
Uruguay,2020-04-11,494,21,7,NA,214,273,16,142,2,7496,2158,2020_04_12_11_00_04_GMT,South America,NA,URY
Niger,2020-04-11,491,53,11,NA,41,439,NA,20,0.5,4298,178,2020_04_12_11_00_04_GMT,Africa,NA,NER
Burkina Faso,2020-04-11,484,36,27,1,155,302,NA,23,1,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,BFA
Bangladesh,2020-04-11,482,58,30,3,36,416,1,3,0.2,8313,50,2020_04_12_11_00_04_GMT,Asia,NA,BGD
Albania,2020-04-11,433,17,23,NA,197,213,7,150,8,3644,1266,2020_04_12_11_00_04_GMT,Europe,NA,ALB
Ghana,2020-04-11,408,30,8,2,4,396,2,13,0.3,37405,1204,2020_04_12_11_00_04_GMT,Africa,NA,GHA
Channel Islands,2020-04-11,407,9,9,NA,48,350,NA,2341,52,3320,19095,2020_04_12_11_00_04_GMT,Europe,NA,Channel Islands
Honduras,2020-04-11,392,10,24,1,7,361,10,40,2,1600,162,2020_04_12_11_00_04_GMT,North America,NA,HND
Réunion,2020-04-11,388,6,NA,NA,40,348,3,433,NA,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,REU
Taiwan,2020-04-11,385,3,6,NA,99,280,NA,16,0.3,45436,1908,2020_04_12_11_00_04_GMT,Asia,NA,TWN
Jordan,2020-04-11,381,9,7,NA,177,197,5,37,0.7,20500,2009,2020_04_12_11_00_04_GMT,Asia,NA,JOR
Malta,2020-04-11,370,20,3,1,16,351,4,838,7,16016,36273,2020_04_12_11_00_04_GMT,Europe,NA,MLT
San Marino,2020-04-11,356,12,35,1,53,268,14,10492,1032,846,24933,2020_04_12_11_00_04_GMT,Europe,NA,SMR
Kyrgyzstan,2020-04-11,339,41,5,NA,44,290,5,52,0.8,9618,1474,2020_04_12_11_00_04_GMT,Asia,NA,KGZ
Mauritius,2020-04-11,319,1,9,NA,28,282,3,251,7,6730,5292,2020_04_12_11_00_04_GMT,Africa,NA,MUS
Nigeria,2020-04-11,318,13,10,3,70,238,2,2,0.05,5000,24,2020_04_12_11_00_04_GMT,Africa,NA,NGA
Senegal,2020-04-11,278,13,2,NA,152,124,1,17,0.1,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,SEN
Bolivia,2020-04-11,275,7,20,1,2,253,3,24,2,2185,187,2020_04_12_11_00_04_GMT,South America,NA,BOL
Palestine,2020-04-11,268,1,2,NA,57,209,NA,53,0.4,16992,3331,2020_04_12_11_00_04_GMT,Asia,NA,PSE
Montenegro,2020-04-11,263,6,2,NA,5,256,7,419,3,2869,4568,2020_04_12_11_00_04_GMT,Europe,NA,MNE
Vietnam,2020-04-11,258,1,NA,NA,144,114,8,3,NA,118807,1221,2020_04_12_11_00_04_GMT,Asia,NA,VNM
Guinea,2020-04-11,250,38,NA,NA,17,233,NA,19,NA,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,GIN
Georgia,2020-04-11,242,8,3,NA,60,179,6,61,0.8,3271,820,2020_04_12_11_00_04_GMT,Asia,NA,GEO
Isle of Man,2020-04-11,226,25,2,1,112,112,11,2658,24,1934,22744,2020_04_12_11_00_04_GMT,Europe,NA,IMN
DRC,2020-04-11,223,NA,20,NA,16,187,NA,2,0.2,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,COD
Sri Lanka,2020-04-11,198,8,7,NA,54,137,1,9,0.3,4525,211,2020_04_12_11_00_04_GMT,Asia,NA,LKA
Mayotte,2020-04-11,196,5,3,1,59,134,3,718,11,1350,4948,2020_04_12_11_00_04_GMT,Africa,NA,MYT
Kenya,2020-04-11,191,2,7,NA,24,160,2,4,0.1,6192,115,2020_04_12_11_00_04_GMT,Africa,NA,KEN
Djibouti,2020-04-11,187,37,2,1,36,149,NA,189,2,4017,4066,2020_04_12_11_00_04_GMT,Africa,NA,DJI
Faeroe Islands,2020-04-11,184,NA,NA,NA,145,39,NA,3766,NA,5408,110677,2020_04_12_11_00_04_GMT,Europe,NA,FRO
Venezuela,2020-04-11,175,NA,9,NA,93,73,6,6,0.3,181335,6377,2020_04_12_11_00_04_GMT,South America,NA,VEN
Martinique,2020-04-11,155,NA,6,NA,50,99,19,413,16,NA,NA,2020_04_12_11_00_04_GMT,North America,NA,MTQ
Guadeloupe,2020-04-11,143,NA,8,NA,67,68,13,357,20,NA,NA,2020_04_12_11_00_04_GMT,North America,NA,GLP
Guatemala,2020-04-11,137,11,3,NA,19,115,3,8,0.2,1134,63,2020_04_12_11_00_04_GMT,North America,NA,GTM
Brunei,2020-04-11,136,NA,1,NA,104,31,2,311,2,9637,22028,2020_04_12_11_00_04_GMT,Asia,NA,BRN
Paraguay,2020-04-11,133,4,6,NA,18,109,1,19,0.8,2262,317,2020_04_12_11_00_04_GMT,South America,NA,PRY
Gibraltar,2020-04-11,129,2,NA,NA,84,45,1,3829,NA,1558,46244,2020_04_12_11_00_04_GMT,Europe,NA,GIB
Cambodia,2020-04-11,120,1,NA,NA,75,45,1,7,NA,5768,345,2020_04_12_11_00_04_GMT,Asia,NA,KHM
Rwanda,2020-04-11,120,2,NA,NA,18,102,NA,9,NA,806,62,2020_04_12_11_00_04_GMT,Africa,NA,RWA
El Salvador,2020-04-11,118,1,6,NA,19,93,4,18,0.9,NA,NA,2020_04_12_11_00_04_GMT,North America,NA,SLV
Trinidad and Tobago,2020-04-11,112,3,8,NA,12,92,NA,80,6,1102,787,2020_04_12_11_00_04_GMT,North America,NA,TTO
Madagascar,2020-04-11,102,9,NA,NA,11,91,1,4,NA,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,MDG
Monaco,2020-04-11,92,2,1,NA,5,86,4,2344,25,NA,NA,2020_04_12_11_00_04_GMT,Europe,NA,MCO
Aruba,2020-04-11,92,6,NA,NA,29,63,NA,862,NA,1118,10471,2020_04_12_11_00_04_GMT,North America,NA,ABW
Mali,2020-04-11,87,NA,7,NA,22,58,NA,4,0.3,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,MLI
French Guiana,2020-04-11,86,3,NA,NA,51,35,1,288,NA,NA,NA,2020_04_12_11_00_04_GMT,South America,NA,GUF
Liechtenstein,2020-04-11,79,NA,1,NA,55,23,NA,2072,26,900,23605,2020_04_12_11_00_04_GMT,Europe,NA,LIE
Togo,2020-04-11,76,NA,3,NA,25,48,NA,9,0.4,2069,250,2020_04_12_11_00_04_GMT,Africa,NA,TGO
Jamaica,2020-04-11,69,6,4,NA,13,52,NA,23,1,907,306,2020_04_12_11_00_04_GMT,North America,NA,JAM
Ethiopia,2020-04-11,69,4,3,NA,10,56,NA,0.6,0.03,3577,31,2020_04_12_11_00_04_GMT,Africa,NA,ETH
Barbados,2020-04-11,68,1,4,NA,11,53,4,237,14,747,2599,2020_04_12_11_00_04_GMT,North America,NA,BRB
Congo,2020-04-11,60,NA,5,NA,5,50,NA,11,0.9,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,COG
Cayman Islands,2020-04-11,53,8,1,NA,6,46,3,806,15,536,8156,2020_04_12_11_00_04_GMT,North America,NA,CYM
Uganda,2020-04-11,53,NA,NA,NA,4,49,NA,1,NA,4856,106,2020_04_12_11_00_04_GMT,Africa,NA,UGA
French Polynesia,2020-04-11,51,NA,NA,NA,NA,51,NA,182,NA,744,2649,2020_04_12_11_00_04_GMT,Australia/Oceania,NA,PYF
Sint Maarten,2020-04-11,50,NA,9,1,5,36,2,1166,210,134,3125,2020_04_12_11_00_04_GMT,North America,NA,SXM
Liberia,2020-04-11,48,11,5,NA,3,40,NA,9,1,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,LBR
Bermuda,2020-04-11,48,NA,4,NA,25,19,2,771,64,354,5684,2020_04_12_11_00_04_GMT,North America,NA,BMU
Bahamas,2020-04-11,46,4,8,NA,5,33,1,117,20,NA,NA,2020_04_12_11_00_04_GMT,North America,NA,BHS
Gabon,2020-04-11,46,2,1,NA,1,44,NA,21,0.4,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,GAB
Guyana,2020-04-11,45,8,6,NA,8,31,3,57,8,193,245,2020_04_12_11_00_04_GMT,South America,NA,GUY
Macao,2020-04-11,45,NA,NA,NA,10,35,1,69,NA,NA,NA,2020_04_12_11_00_04_GMT,Asia,NA,MAC
Zambia,2020-04-11,40,NA,2,NA,28,10,1,2,0.1,1239,67,2020_04_12_11_00_04_GMT,Africa,NA,ZMB
Myanmar,2020-04-11,38,11,3,NA,2,33,NA,0.7,0.06,1406,26,2020_04_12_11_00_04_GMT,Asia,NA,MMR
Guinea-Bissau,2020-04-11,38,2,NA,NA,NA,38,NA,19,NA,1500,762,2020_04_12_11_00_04_GMT,Africa,NA,GNB
Benin,2020-04-11,35,NA,1,NA,5,29,NA,3,0.08,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,BEN
Eritrea,2020-04-11,34,NA,NA,NA,NA,34,NA,10,NA,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,ERI
Haiti,2020-04-11,33,2,2,NA,NA,31,NA,3,0.2,365,32,2020_04_12_11_00_04_GMT,North America,NA,HTI
Tanzania,2020-04-11,32,NA,3,NA,5,24,NA,0.5,0.05,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,TZA
Saint Martin,2020-04-11,32,NA,2,NA,11,19,5,828,52,NA,NA,2020_04_12_11_00_04_GMT,North America,NA,MAF
Syria,2020-04-11,25,6,2,NA,5,18,NA,1,0.1,NA,NA,2020_04_12_11_00_04_GMT,Asia,NA,SYR
Libya,2020-04-11,25,1,1,NA,8,16,NA,4,0.1,507,74,2020_04_12_11_00_04_GMT,Africa,NA,LBY
Antigua and Barbuda,2020-04-11,21,NA,2,NA,NA,19,1,214,20,40,408,2020_04_12_11_00_04_GMT,North America,NA,ATG
Somalia,2020-04-11,21,NA,1,NA,1,19,NA,1,0.06,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,SOM
Mozambique,2020-04-11,20,NA,NA,NA,2,18,NA,0.6,NA,551,18,2020_04_12_11_00_04_GMT,Africa,NA,MOZ
Angola,2020-04-11,19,NA,2,NA,4,13,NA,0.6,0.06,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,AGO
Sudan,2020-04-11,19,2,2,NA,2,15,NA,0.4,0.05,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,SDN
Maldives,2020-04-11,19,NA,NA,NA,13,6,NA,35,NA,NA,NA,2020_04_12_11_00_04_GMT,Asia,NA,MDV
Equatorial Guinea,2020-04-11,18,NA,NA,NA,3,15,NA,13,NA,854,609,2020_04_12_11_00_04_GMT,Africa,NA,GNQ
Laos,2020-04-11,18,2,NA,NA,NA,18,NA,2,NA,1094,150,2020_04_12_11_00_04_GMT,Asia,NA,LAO
New Caledonia,2020-04-11,18,NA,NA,NA,1,17,NA,63,NA,2608,9135,2020_04_12_11_00_04_GMT,Australia/Oceania,NA,NCL
Dominica,2020-04-11,16,NA,NA,NA,5,11,NA,222,NA,309,4293,2020_04_12_11_00_04_GMT,North America,NA,DMA
Fiji,2020-04-11,16,NA,NA,NA,NA,16,NA,18,NA,NA,NA,2020_04_12_11_00_04_GMT,Australia/Oceania,NA,FJI
Mongolia,2020-04-11,16,NA,NA,NA,4,12,NA,5,NA,NA,NA,2020_04_12_11_00_04_GMT,Asia,NA,MNG
Namibia,2020-04-11,16,NA,NA,NA,3,13,NA,6,NA,362,142,2020_04_12_11_00_04_GMT,Africa,NA,NAM
Saint Lucia,2020-04-11,15,NA,NA,NA,1,14,NA,82,NA,NA,NA,2020_04_12_11_00_04_GMT,North America,NA,LCA
Zimbabwe,2020-04-11,14,1,3,NA,NA,11,NA,0.9,0.2,547,37,2020_04_12_11_00_04_GMT,Africa,NA,ZWE
Curaçao,2020-04-11,14,NA,1,NA,7,6,NA,85,6,NA,NA,2020_04_12_11_00_04_GMT,North America,NA,CUW
Grenada,2020-04-11,14,NA,NA,NA,NA,14,2,124,NA,92,818,2020_04_12_11_00_04_GMT,North America,NA,GRD
Belize,2020-04-11,13,3,2,NA,NA,11,1,33,5,364,915,2020_04_12_11_00_04_GMT,North America,NA,BLZ
Botswana,2020-04-11,13,NA,1,NA,NA,12,NA,6,0.4,2527,1075,2020_04_12_11_00_04_GMT,Africa,NA,BWA
Malawi,2020-04-11,12,3,2,1,NA,10,1,0.6,0.1,231,12,2020_04_12_11_00_04_GMT,Africa,NA,MWI
Saint Kitts and Nevis,2020-04-11,12,NA,NA,NA,NA,12,NA,226,NA,205,3853,2020_04_12_11_00_04_GMT,North America,NA,KNA
St. Vincent Grenadines,2020-04-11,12,NA,NA,NA,1,11,NA,108,NA,56,505,2020_04_12_11_00_04_GMT,North America,NA,VCT
Eswatini,2020-04-11,12,NA,NA,NA,7,5,NA,10,NA,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,SWZ
Chad,2020-04-11,11,NA,NA,NA,2,9,NA,0.7,NA,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,TCD
Greenland,2020-04-11,11,NA,NA,NA,11,0,NA,194,NA,770,13564,2020_04_12_11_00_04_GMT,North America,NA,GRL
Seychelles,2020-04-11,11,NA,NA,NA,NA,11,NA,112,NA,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,SYC
Suriname,2020-04-11,10,NA,1,NA,4,5,NA,17,2,NA,NA,2020_04_12_11_00_04_GMT,South America,NA,SUR
Sierra Leone,2020-04-11,10,2,NA,NA,NA,10,NA,1,NA,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,SLE
Gambia,2020-04-11,9,5,1,NA,2,6,NA,4,0.4,281,116,2020_04_12_11_00_04_GMT,Africa,NA,GMB
Nicaragua,2020-04-11,9,2,1,NA,NA,8,NA,1,0.2,NA,NA,2020_04_12_11_00_04_GMT,North America,NA,NIC
Turks and Caicos,2020-04-11,9,1,1,NA,NA,8,NA,232,26,62,1601,2020_04_12_11_00_04_GMT,North America,NA,TCA
Nepal,2020-04-11,9,NA,NA,NA,1,8,NA,0.3,NA,4426,152,2020_04_12_11_00_04_GMT,Asia,NA,NPL
Montserrat,2020-04-11,9,NA,NA,NA,NA,9,1,1803,NA,36,7212,2020_04_12_11_00_04_GMT,North America,NA,MSR
Cabo Verde,2020-04-11,8,1,1,NA,1,6,NA,14,2,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,CPV
CAR,2020-04-11,8,NA,NA,NA,NA,8,NA,2,NA,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,CAF
Vatican City,2020-04-11,8,NA,NA,NA,2,6,NA,9988,NA,NA,NA,2020_04_12_11_00_04_GMT,Europe,NA,Vatican
Mauritania,2020-04-11,7,NA,1,NA,2,4,NA,2,0.2,380,82,2020_04_12_11_00_04_GMT,Africa,NA,MRT
St. Barth,2020-04-11,6,NA,NA,NA,1,5,NA,607,NA,NA,NA,2020_04_12_11_00_04_GMT,North America,NA,BLM
Western Sahara,2020-04-11,6,2,NA,NA,NA,6,NA,10,NA,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,ESH
Bhutan,2020-04-11,5,NA,NA,NA,2,3,NA,6,NA,1166,1511,2020_04_12_11_00_04_GMT,Asia,NA,BTN
Burundi,2020-04-11,5,2,NA,NA,NA,5,NA,0.4,NA,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,BDI
Falkland Islands,2020-04-11,5,NA,NA,NA,1,4,NA,1437,NA,137,39368,2020_04_12_11_00_04_GMT,South America,NA,FLK
Sao Tome and Principe,2020-04-11,4,NA,NA,NA,NA,4,NA,18,NA,19,87,2020_04_12_11_00_04_GMT,Africa,NA,STP
South Sudan,2020-04-11,4,NA,NA,NA,NA,4,NA,0.4,NA,NA,NA,2020_04_12_11_00_04_GMT,Africa,NA,SSD
Anguilla,2020-04-11,3,NA,NA,NA,NA,3,NA,200,NA,NA,NA,2020_04_12_11_00_04_GMT,North America,NA,AIA
British Virgin Islands,2020-04-11,3,NA,NA,NA,2,1,NA,99,NA,NA,NA,2020_04_12_11_00_04_GMT,North America,NA,VGB
Caribbean Netherlands,2020-04-11,2,NA,NA,NA,NA,2,NA,76,NA,10,381,2020_04_12_11_00_04_GMT,North America,NA,BES
Papua New Guinea,2020-04-11,2,NA,NA,NA,NA,2,NA,0.2,NA,72,8,2020_04_12_11_00_04_GMT,Australia/Oceania,NA,PNG
Timor-Leste,2020-04-11,2,NA,NA,NA,1,1,NA,2,NA,NA,NA,2020_04_12_11_00_04_GMT,Asia,NA,TLS
Saint Pierre Miquelon,2020-04-11,1,NA,NA,NA,NA,1,NA,173,NA,NA,NA,2020_04_12_11_00_04_GMT,North America,NA,SPM
Yemen,2020-04-11,1,NA,NA,NA,NA,1,NA,0.03,NA,NA,NA,2020_04_12_11_00_04_GMT,Asia,NA,YEM
China,2020-04-12,82052,99,3339,NA,77575,1138,139,57,2,NA,NA,2020_04_13_11_00_04_GMT,Asia,NA,CHN
USA,2020-04-12,560300,27421,22105,1528,32634,505561,11766,1693,67,2832258,8557,2020_04_13_11_00_04_GMT,North America,NA,USA
Spain,2020-04-12,166831,3804,17209,603,62391,87231,7371,3568,368,355000,7593,2020_04_13_11_00_04_GMT,Europe,NA,ESP
Italy,2020-04-12,156363,4092,19899,431,34211,102253,3343,2586,329,1010193,16708,2020_04_13_11_00_04_GMT,Europe,NA,ITA
France,2020-04-12,132591,2937,14393,561,27186,91012,6845,2031,221,333807,5114,2020_04_13_11_00_04_GMT,Europe,NA,FRA
Germany,2020-04-12,127854,2402,3022,151,60300,64532,4895,1526,36,1317887,15730,2020_04_13_11_00_04_GMT,Europe,NA,DEU
UK,2020-04-12,84279,5288,10612,737,NA,73323,1559,1241,156,352974,5200,2020_04_13_11_00_04_GMT,Europe,NA,GBR
Iran,2020-04-12,71686,1657,4474,117,43894,23318,3930,853,53,263388,3136,2020_04_13_11_00_04_GMT,Asia,NA,IRN
Turkey,2020-04-12,56956,4789,1198,97,3446,52312,1665,675,14,376100,4459,2020_04_13_11_00_04_GMT,Asia,NA,TUR
Belgium,2020-04-12,29647,1629,3600,254,6463,19584,1223,2558,311,102151,8814,2020_04_13_11_00_04_GMT,Europe,NA,BEL
Netherlands,2020-04-12,25587,1174,2737,94,250,22600,1384,1493,160,101534,5926,2020_04_13_11_00_04_GMT,Europe,NA,NLD
Switzerland,2020-04-12,25415,308,1106,70,12700,11609,386,2937,128,193800,22393,2020_04_13_11_00_04_GMT,Europe,NA,CHE
Canada,2020-04-12,24383,1065,717,64,7172,16494,557,646,19,422200,11186,2020_04_13_11_00_04_GMT,North America,NA,CAN
Brazil,2020-04-12,22192,1230,1223,83,173,20796,296,104,6,62985,296,2020_04_13_11_00_04_GMT,South America,NA,BRA
Portugal,2020-04-12,16585,598,504,34,277,15804,228,1627,49,163616,16046,2020_04_13_11_00_04_GMT,Europe,NA,PRT
Russia,2020-04-12,15770,2186,130,24,1291,14349,8,108,0.9,1200000,8223,2020_04_13_11_00_04_GMT,Europe,NA,RUS
Austria,2020-04-12,13945,139,350,13,6987,6608,243,1548,39,144877,16086,2020_04_13_11_00_04_GMT,Europe,NA,AUT
Israel,2020-04-12,11145,402,103,2,1627,9415,183,1288,12,117339,13557,2020_04_13_11_00_04_GMT,Asia,NA,ISR
S. Korea,2020-04-12,10512,32,214,3,7368,2930,55,205,4,514621,10038,2020_04_13_11_00_04_GMT,Asia,NA,KOR
Sweden,2020-04-12,10483,332,899,12,381,9203,839,1038,89,54700,5416,2020_04_13_11_00_04_GMT,Europe,NA,SWE
Ireland,2020-04-12,9655,727,334,14,25,9296,194,1955,68,53000,10734,2020_04_13_11_00_04_GMT,Europe,NA,IRL
India,2020-04-12,9205,759,331,43,1080,7794,NA,7,0.2,189111,137,2020_04_13_11_00_04_GMT,Asia,NA,IND
Peru,2020-04-12,7519,671,193,12,1798,5528,134,228,6,76506,2320,2020_04_13_11_00_04_GMT,South America,NA,PER
Ecuador,2020-04-12,7466,209,333,18,501,6632,184,423,19,23635,1340,2020_04_13_11_00_04_GMT,South America,NA,ECU
Japan,2020-04-12,7370,622,123,15,784,6463,129,58,1,77381,612,2020_04_13_11_00_04_GMT,Asia,NA,JPN
Chile,2020-04-12,7213,286,80,7,2059,5074,387,377,4,82271,4304,2020_04_13_11_00_04_GMT,South America,NA,CHL
Poland,2020-04-12,6674,318,232,24,439,6003,160,176,6,138007,3646,2020_04_13_11_00_04_GMT,Europe,NA,POL
Norway,2020-04-12,6525,116,128,9,32,6365,59,1204,24,126486,23332,2020_04_13_11_00_04_GMT,Europe,NA,NOR
Australia,2020-04-12,6313,10,59,3,3338,2916,81,248,2,353941,13880,2020_04_13_11_00_04_GMT,Australia/Oceania,NA,AUS
Romania,2020-04-12,6300,310,316,25,852,5132,204,327,16,62328,3240,2020_04_13_11_00_04_GMT,Europe,NA,ROU
Denmark,2020-04-12,6174,178,273,13,2123,3778,104,1066,47,70125,12107,2020_04_13_11_00_04_GMT,Europe,NA,DNK
Czechia,2020-04-12,5991,89,138,9,464,5389,87,559,13,125126,11684,2020_04_13_11_00_04_GMT,Europe,NA,CZE
Pakistan,2020-04-12,5230,219,91,5,1028,4111,37,24,0.4,61801,280,2020_04_13_11_00_04_GMT,Asia,NA,PAK
Malaysia,2020-04-12,4683,153,76,3,2108,2499,66,145,2,77491,2394,2020_04_13_11_00_04_GMT,Asia,NA,MYS
Philippines,2020-04-12,4648,220,297,50,197,4154,1,42,3,33814,309,2020_04_13_11_00_04_GMT,Asia,NA,PHL
Saudi Arabia,2020-04-12,4462,429,59,7,761,3642,67,128,2,115585,3320,2020_04_13_11_00_04_GMT,Asia,NA,SAU
Indonesia,2020-04-12,4241,399,373,46,359,3509,NA,16,1,27075,99,2020_04_13_11_00_04_GMT,Asia,NA,IDN
Mexico,2020-04-12,4219,375,273,40,1772,2174,89,33,2,35479,275,2020_04_13_11_00_04_GMT,North America,NA,MEX
UAE,2020-04-12,4123,387,22,2,680,3421,1,417,2,648195,65538,2020_04_13_11_00_04_GMT,Asia,NA,ARE
Serbia,2020-04-12,3630,250,80,6,400,3150,146,415,9,18312,2096,2020_04_13_11_00_04_GMT,Europe,NA,SRB
Panama,2020-04-12,3400,166,87,8,29,3284,106,788,20,15147,3511,2020_04_13_11_00_04_GMT,North America,NA,PAN
Luxembourg,2020-04-12,3281,11,66,4,500,2715,30,5241,105,29165,46591,2020_04_13_11_00_04_GMT,Europe,NA,LUX
Qatar,2020-04-12,2979,251,7,1,275,2697,37,1034,2,49102,17043,2020_04_13_11_00_04_GMT,Asia,NA,QAT
Finland,2020-04-12,2974,69,56,7,300,2618,80,537,10,45019,8125,2020_04_13_11_00_04_GMT,Europe,NA,FIN
Dominican Republic,2020-04-12,2967,208,173,38,131,2663,147,274,16,9275,855,2020_04_13_11_00_04_GMT,North America,NA,DOM
Ukraine,2020-04-12,2777,266,83,10,89,2605,45,63,2,30314,693,2020_04_13_11_00_04_GMT,Europe,NA,UKR
Colombia,2020-04-12,2776,67,109,9,270,2397,92,55,2,41765,821,2020_04_13_11_00_04_GMT,South America,NA,COL
Belarus,2020-04-12,2578,352,26,3,203,2349,50,273,3,64000,6773,2020_04_13_11_00_04_GMT,Europe,NA,BLR
Thailand,2020-04-12,2551,33,38,3,1218,1295,61,37,0.5,71860,1030,2020_04_13_11_00_04_GMT,Asia,NA,THA
Singapore,2020-04-12,2532,233,8,NA,560,1964,31,433,1,72680,12423,2020_04_13_11_00_04_GMT,Asia,NA,SGP
South Africa,2020-04-12,2173,145,25,NA,410,1738,7,37,0.4,80085,1350,2020_04_13_11_00_04_GMT,Africa,NA,ZAF
Argentina,2020-04-12,2142,NA,90,1,468,1584,83,47,2,19758,437,2020_04_13_11_00_04_GMT,South America,NA,ARG
Greece,2020-04-12,2114,33,98,5,269,1747,76,203,9,42261,4055,2020_04_13_11_00_04_GMT,Europe,NA,GRC
Egypt,2020-04-12,2065,126,159,13,589,1317,NA,20,2,25000,244,2020_04_13_11_00_04_GMT,Africa,NA,EGY
Algeria,2020-04-12,1914,89,293,18,591,1030,60,44,7,3359,77,2020_04_13_11_00_04_GMT,Africa,NA,DZA
Iceland,2020-04-12,1701,12,8,NA,889,804,10,4985,23,35253,103308,2020_04_13_11_00_04_GMT,Europe,NA,ISL
Moldova,2020-04-12,1662,102,31,1,94,1537,80,412,8,6271,1555,2020_04_13_11_00_04_GMT,Europe,NA,MDA
Morocco,2020-04-12,1661,116,118,7,177,1366,1,45,3,8473,230,2020_04_13_11_00_04_GMT,Africa,NA,MAR
Croatia,2020-04-12,1600,66,23,2,373,1204,34,390,6,16381,3990,2020_04_13_11_00_04_GMT,Europe,NA,HRV
Hungary,2020-04-12,1410,100,99,14,118,1193,58,146,10,33532,3471,2020_04_13_11_00_04_GMT,Europe,NA,HUN
