#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
19,Chile,"39,542","+2,502",394,+26,"16,614","22,534",584,"2,071",21,"341,347","17,876","19,095,344",South America
20,Pakistan,"37,218","+1,430",803,+33,"10,155","26,260",111,169,4,"344,450","1,563","220,321,573",Asia
21,Ecuador,"31,467",+965,"2,594",+256,"3,433","25,440",197,"1,787",147,"89,817","5,101","17,608,034",South America
22,Switzerland,"30,514",+51,"1,878",+6,"27,100","1,536",69,"3,529",217,"334,274","38,659","8,646,621",Europe
23,Qatar,"29,425","+1,153",14,,"3,546","25,865",72,"10,236",5,"148,173","51,545","2,874,647",Asia
24,Sweden,"29,207",+625,"3,646",+117,"4,971","20,590",351,"2,894",361,"177,500","17,589","10,091,340",Europe
25,Portugal,"28,583",+264,"1,190",+6,"3,328","24,065",112,"2,802",117,"600,061","58,828","10,200,306",Europe
26,Belarus,"27,730",+958,156,+5,"8,807","18,767",92,"2,934",17,"321,705","34,044","9,449,703",Europe
27,Singapore,"26,891",+793,21,,"7,248","19,622",18,"4,601",4,"224,262","38,371","5,844,512",Asia
28,Ireland,"23,956",+129,"1,518",+12,"19,470","2,968",69,"4,859",308,"258,808","52,489","4,930,698",Europe
29,UAE,"21,831",+747,210,+2,"7,328","14,293",1,"2,211",21,"1,560,923","158,068","9,874,985",Asia
30,Bangladesh,"20,065","+1,202",298,+15,"3,882","15,885",1,122,2,"160,512",976,"164,479,603",Asia
31,Poland,"18,016",+401,907,+24,"6,918","10,191",160,476,24,"576,276","15,225","37,851,666",Europe
32,Ukraine,"17,330",+483,476,+20,"4,473","12,381",225,396,11,"211,614","4,835","43,765,128",Europe
33,Israel,"16,589",+10,266,+1,"12,587","3,736",60,"1,921",31,"485,922","56,255","8,637,807",Asia
34,Indonesia,"16,496",+490,"1,076",+33,"3,803","11,617",,60,4,"178,602",654,"273,152,851",Asia
35,Romania,"16,437",+190,"1,070",+17,"9,370","5,997",219,854,56,"294,601","15,302","19,252,967",Europe
36,Japan,"16,203",+83,713,+16,"10,338","5,152",245,128,6,"233,144","1,843","126,523,275",Asia
37,Austria,"16,109",+51,628,+2,"14,471","1,010",47,"1,790",70,"351,351","39,039","8,999,946",Europe
38,Colombia,"14,216",+606,546,+21,"3,460","10,210",137,280,11,"177,050","3,484","50,813,344",South America
39,South Africa,"13,524",+785,247,+9,"6,083","7,194",119,228,4,"421,555","7,119","59,212,004",Africa
40,Kuwait,"12,860",+885,96,+8,"3,640","9,124",190,"3,017",23,"236,004","55,370","4,262,329",Asia
41,Philippines,"12,091",+215,806,+16,"2,460","8,825",77,111,7,"191,963","1,755","109,391,934",Asia
42,Dominican Republic,"11,739",+419,424,+2,"3,557","7,758",127,"1,084",39,"50,108","4,625","10,833,998",North America
43,Egypt,"11,228",+399,592,+21,"2,799","7,837",41,110,6,"135,000","1,323","102,078,159",Africa
44,S. Korea,"11,018",+27,260,,"9,821",937,55,215,5,"726,747","14,177","51,263,759",Asia
45,Denmark,"10,791",+78,537,,"8,959","1,295",32,"1,864",93,"368,889","63,715","5,789,665",Europe
46,Serbia,"10,438",+64,225,+1,"4,301","5,912",20,"1,194",26,"168,670","19,295","8,741,609",Europe
47,Panama,"9,118",+174,260,+4,"6,080","2,778",72,"2,118",60,"46,898","10,892","4,305,867",North America
48,Czechia,"8,406",+55,295,+2,"5,381","2,730",37,785,28,"342,131","31,955","10,706,527",Europe
49,Norway,"8,219",+23,232,,32,"7,955",20,"1,518",43,"216,350","39,947","5,415,870",Europe
50,Argentina,"7,479",+345,356,+3,"2,497","4,626",170,166,8,"96,893","2,146","45,142,926",South America
51,Australia,"7,019",+30,98,,"6,337",584,17,276,4,"983,816","38,639","25,461,791",Australia/Oceania
52,Malaysia,"6,855",+36,112,,"5,439","1,304",14,212,3,"424,306","13,131","32,312,334",Asia
53,Morocco,"6,652",+45,190,,"3,400","3,062",1,180,5,"81,616","2,215","36,854,173",Africa
54,Algeria,"6,629",+187,536,+7,"3,271","2,822",22,152,12,"6,500",149,"43,746,275",Africa
55,Bahrain,"6,583",+385,12,+2,"2,640","3,931",4,"3,888",7,"222,542","131,434","1,693,179",Asia
56,Finland,"6,228",+83,293,+6,"5,000",935,32,"1,124",53,"140,600","25,381","5,539,658",Europe
57,Afghanistan,"6,053",+414,153,+17,745,"5,155",7,156,4,"20,854",537,"38,810,145",Asia
58,Moldova,"5,745",+192,202,+8,"2,228","3,315",251,"1,424",50,"20,447","5,067","4,035,100",Europe
59,Kazakhstan,"5,689",+118,34,+2,"2,707","2,948",31,303,2,"483,236","25,776","18,747,746",Asia
60,Ghana,"5,638",+108,28,+4,"1,460","4,150",5,182,0.9,"167,704","5,412","30,986,096",Africa
61,Nigeria,"5,450",+288,171,+4,"1,320","3,959",7,27,0.8,"30,657",149,"205,444,156",Africa
62,Oman,"4,625",+284,20,+2,"1,350","3,255",31,909,4,"61,000","11,987","5,088,900",Asia
63,Armenia,"4,044",+184,52,+3,"1,666","2,326",10,"1,365",18,"37,476","12,650","2,962,559",Asia
64,Luxembourg,"3,923",+8,104,+1,"3,682",137,11,"6,280",166,"59,987","96,034","624,641",Europe
65,Hungary,"3,417",+37,442,+6,"1,287","1,688",46,354,46,"127,237","13,167","9,663,324",Europe
66,Bolivia,"3,372",+224,152,+10,356,"2,864",3,289,13,"7,651",657,"11,652,343",South America
67,Iraq,"3,193",+50,117,+2,"2,089",987,,80,3,"140,573","3,505","40,100,844",Asia
68,Thailand,"3,025",+7,56,,"2,854",115,61,43,0.8,"286,008","4,099","69,778,286",Asia
69,Azerbaijan,"2,980",+101,36,+1,"1,886","1,058",37,294,4,"220,363","21,759","10,127,539",Asia
70,Cameroon,"2,954",,139,,"1,553","1,262",28,112,5,,,"26,455,880",Africa
71,Greece,"2,810",+40,160,+4,"1,374","1,276",23,269,15,"120,015","11,508","10,429,161",Europe
72,Uzbekistan,"2,686",+41,11,,"2,158",517,8,80,0.3,"460,000","13,770","33,405,983",Asia
73,Guinea,"2,473",,15,,895,"1,563",18,189,1,"10,304",788,"13,083,829",Africa
74,Honduras,"2,318",+63,133,+10,253,"1,932",10,235,13,"5,653",572,"9,883,952",North America
75,Senegal,"2,310",+121,25,+2,890,"1,395",6,138,1,"24,599","1,474","16,683,471",Africa
76,Bosnia and Herzegovina,"2,236",+18,128,+6,"1,336",772,4,681,39,"47,149","14,360","3,283,253",Europe
77,Croatia,"2,222",+1,95,+1,"1,869",258,8,541,23,"51,568","12,552","4,108,287",Europe
78,Bulgaria,"2,138",+38,102,+3,545,"1,491",51,307,15,"63,319","9,105","6,954,648",Europe
79,Ivory Coast,"2,017",+46,24,,942,"1,051",,77,0.9,"15,260",580,"26,289,372",Africa
80,Sudan,"1,964",+146,91,+1,205,"1,668",,45,2,,,"43,710,745",Africa
81,Cuba,"1,840",+10,79,,"1,425",336,9,162,7,"77,374","6,831","11,327,461",North America
82,Iceland,"1,802",,10,,"1,782",10,,"5,285",29,"56,219","164,883","340,964",Europe
83,Estonia,"1,766",+8,63,+1,923,780,5,"1,331",47,"68,097","51,339","1,326,425",Europe
84,North Macedonia,"1,740",+17,97,+2,"1,251",392,21,835,47,"20,548","9,863","2,083,384",Europe
85,Lithuania,"1,523",+12,54,,965,504,17,559,20,"216,247","79,308","2,726,669",Europe
86,Guatemala,"1,518",+176,29,,129,"1,360",5,85,2,"7,200",403,"17,871,637",North America
87,New Zealand,"1,498",+1,21,,"1,421",56,2,311,4,"216,787","45,002","4,817,264",Australia/Oceania
88,Slovakia,"1,480",+3,27,,"1,131",322,3,271,5,"135,902","24,894","5,459,317",Europe
89,Slovenia,"1,465",+1,103,,270,"1,092",7,705,50,"67,701","32,566","2,078,903",Europe
90,Djibouti,"1,309",+25,4,+1,935,370,,"1,327",4,"16,878","17,115","986,127",Africa
91,DRC,"1,298",+56,50,,212,"1,036",,15,0.6,,,"89,181,925",Africa
92,Somalia,"1,284",,53,,135,"1,096",2,81,3,,,"15,832,072",Africa
93,El Salvador,"1,210",+98,23,,416,771,19,187,4,"51,142","7,890","6,482,107",North America
94,Mayotte,"1,210",,16,,627,567,10,"4,450",59,"5,000","18,388","271,922",Africa
95,Gabon,"1,209",+105,10,,219,980,11,545,5,"7,050","3,178","2,218,621",Africa
96,Tajikistan,"1,118",+211,33,+4,,"1,085",,118,3,,,"9,508,770",Asia
97,Kyrgyzstan,"1,111",+29,14,+2,745,352,13,171,2,"59,490","9,138","6,510,046",Asia
98,Hong Kong,"1,053",+1,4,,"1,019",30,1,141,0.5,"168,291","22,471","7,489,265",Asia
99,Tunisia,"1,035",+3,45,,802,188,3,88,4,"37,862","3,208","11,802,774",Africa
100,Maldives,"1,031",+49,4,,49,978,2,"1,912",7,"11,775","21,834","539,287",Asia
101,Latvia,970,+8,19,,662,289,3,514,10,"85,431","45,234","1,888,633",Europe
102,Sri Lanka,935,+10,9,,477,449,1,44,0.4,"39,629","1,852","21,402,049",Asia
103,Albania,916,+18,31,,705,180,1,318,11,"11,458","3,981","2,878,180",Europe
104,Guinea-Bissau,913,,3,,26,884,,465,2,"1,500",765,"1,961,700",Africa
105,Cyprus,910,+3,17,,481,412,10,754,14,"81,942","67,931","1,206,248",Asia
106,Lebanon,891,+5,26,,246,619,4,130,4,"57,715","8,451","6,829,118",Asia
107,Niger,885,+9,51,+1,684,150,,37,2,"5,749",239,"24,081,508",Africa
108,Costa Rica,843,+13,9,+1,542,292,5,166,2,"18,655","3,666","5,088,192",North America
109,Mali,806,+27,46,,455,305,,40,2,"2,498",124,"20,170,087",Africa
110,Kenya,781,+23,45,+3,284,452,1,15,0.8,"36,918",689,"53,611,938",Africa
111,Burkina Faso,780,+7,51,,595,134,,37,2,,,"20,824,384",Africa
112,Andorra,761,,49,,604,108,3,"9,851",634,"1,673","21,657","77,250",Europe
113,Paraguay,759,+5,11,,193,555,,107,2,"18,856","2,648","7,121,225",South America
114,Uruguay,732,+8,19,,553,160,7,211,5,"32,225","9,281","3,472,233",South America
115,Diamond Princess,712,,13,,651,48,4,,,,,,
116,Georgia,671,+4,12,,393,266,6,168,3,"36,248","9,084","3,990,097",Asia
117,Zambia,654,,7,,124,523,1,36,0.4,"15,487",846,"18,312,920",Africa
118,San Marino,652,+4,41,,189,422,1,"19,221","1,209","3,394","100,053","33,922",Europe
119,Jordan,596,+10,9,,401,186,5,58,0.9,"136,229","13,369","10,190,185",Asia
120,Equatorial Guinea,594,+11,7,,22,565,,425,5,854,612,"1,396,494",Africa
121,Channel Islands,549,,43,,457,49,,"3,161",248,"5,342","30,761","173,659",Europe
122,Malta,532,+10,6,,448,78,1,"1,205",14,"47,504","107,622","441,397",Europe
123,Tanzania,509,,21,,183,305,7,9,0.4,,,"59,498,998",Africa
124,Jamaica,509,,9,,118,382,,172,3,"7,780","2,629","2,959,554",North America
125,Venezuela,459,+4,10,,229,220,1,16,0.4,"540,236","18,992","28,445,691",South America
126,Sierra Leone,447,+39,27,+1,97,323,,56,3,,,"7,955,312",Africa
127,Réunion,441,+1,,,354,87,4,493,,"17,200","19,229","894,505",Africa
128,Taiwan,440,,7,,387,46,,18,0.3,"68,659","2,883","23,811,452",Asia
129,Chad,428,+29,48,+2,88,292,,26,3,,,"16,360,644",Africa
130,Congo,391,,15,,87,289,,71,3,,,"5,499,613",Africa
131,Palestine,375,,2,,315,58,,74,0.4,"44,876","8,825","5,085,377",Asia
132,Benin,339,,2,,83,254,,28,0.2,"25,471","2,109","12,079,722",Africa
133,Isle of Man,334,+2,24,+1,285,25,10,"3,930",282,"4,032","47,448","84,977",Europe
134,Mauritius,332,,10,,322,0,,261,8,"69,773","54,874","1,271,508",Africa
135,Cabo Verde,326,+11,2,,67,257,,587,4,791,"1,425","555,212",Africa
136,Montenegro,324,,9,,311,4,2,516,14,"10,167","16,188","628,056",Europe
137,Vietnam,314,+2,,,260,54,2,3,,"275,000","2,828","97,227,060",Asia
138,CAR,301,+158,,,13,288,,62,,"3,498",726,"4,818,688",Africa
139,Ethiopia,287,+15,5,,112,170,,3,0.04,"48,985",428,"114,576,005",Africa
140,Rwanda,287,,,,177,110,,22,,"46,198","3,579","12,908,515",Africa
141,Haiti,273,+39,20,+2,18,235,,24,2,"1,502",132,"11,384,587",North America
142,Nepal,267,+18,,,36,231,,9,,"87,008","2,993","29,067,490",Asia
143,Togo,263,+25,11,,96,156,,32,1,"12,040","1,459","8,252,463",Africa
144,Madagascar,238,+8,,,112,126,1,9,,"5,670",205,"27,593,744",Africa
145,South Sudan,236,+33,4,+4,4,228,,21,0.4,"3,356",300,"11,176,820",Africa
146,Sao Tome and Principe,235,,7,,4,224,,"1,075",32,175,800,"218,619",Africa
147,Liberia,219,+4,20,,108,91,,43,4,,,"5,041,588",Africa
148,Uganda,203,+43,,,63,140,,4,,"70,117","1,540","45,538,682",Africa
149,Martinique,192,+3,14,,91,87,,512,37,,,"375,301",North America
150,Eswatini,190,+3,2,,66,122,,164,2,"4,160","3,590","1,158,626",Africa
151,French Guiana,189,+5,1,,124,64,,635,3,,,"297,623",South America
152,Faeroe Islands,187,,,,187,0,,"3,829",,"8,779","179,750","48,840",Europe
153,Myanmar,181,,6,,89,86,,3,0.1,"12,995",239,"54,363,807",Asia
154,Guadeloupe,155,,13,,109,33,3,387,32,"2,866","7,163","400,116",North America
155,Gibraltar,147,,,,144,3,,"4,363",,"4,941","146,652","33,692",Europe
156,Brunei,141,,1,,135,5,2,323,2,"16,705","38,231","436,944",Asia
157,Bermuda,122,,9,,66,47,2,"1,958",144,"4,691","75,290","62,306",North America
158,Cambodia,122,,,,121,1,1,7,,"14,615",876,"16,688,891",Asia
159,Mozambique,119,+4,,,42,77,,4,,"5,361",172,"31,134,613",Africa
160,Guyana,116,+3,10,,43,63,3,148,13,"1,065","1,355","786,077",South America
161,Trinidad and Tobago,116,,8,,107,1,,83,6,"2,597","1,856","1,398,925",North America
162,Yemen,106,+21,15,+3,1,90,,4,0.5,120,4,"29,737,584",Asia
163,Aruba,101,,3,,93,5,4,946,28,"1,937","18,152","106,709",North America
164,Mongolia,98,+37,,,20,78,2,30,,"10,162","3,106","3,271,362",Asia
165,Bahamas,96,,11,,41,44,1,244,28,"1,700","4,328","392,764",North America
166,Monaco,96,,4,,87,5,1,"2,449",102,,,"39,207",Europe
167,Cayman Islands,94,+1,1,,55,38,3,"1,432",15,"5,900","89,908","65,623",North America
168,Barbados,85,,7,,65,13,4,296,24,"3,651","12,707","287,332",North America
169,Liechtenstein,82,,1,,55,26,,"2,151",26,900,"23,613","38,114",Europe
170,Sint Maarten,76,,15,,46,15,7,"1,775",350,329,"7,685","42,813",North America
171,Libya,64,,3,,28,33,,9,0.4,"3,253",474,"6,859,160",Africa
172,Malawi,63,,3,,24,36,1,3,0.2,"1,363",72,"19,062,368",Africa
173,French Polynesia,60,,,,59,1,,214,,"3,170","11,293","280,704",Australia/Oceania
174,Syria,50,+2,3,,36,11,,3,0.2,,,"17,442,911",Asia
175,Angola,48,,2,,17,29,,1,0.06,"6,136",188,"32,723,364",Africa
176,Macao,45,,,,43,2,1,69,,,,"648,186",Asia
177,Zimbabwe,42,+5,4,,13,25,,3,0.3,"25,478","1,717","14,834,717",Africa
178,Saint Martin,39,,3,,30,6,1,"1,011",78,,,"38,579",North America
179,Eritrea,39,,,,39,0,,11,,,,"3,540,041",Africa
180,Mauritania,29,+9,3,+1,7,19,,6,0.6,"2,015",435,"4,632,917",Africa
181,Nicaragua,25,,8,,7,10,,4,1,,,"6,614,394",North America
182,Antigua and Barbuda,25,,3,,19,3,1,256,31,183,"1,871","97,826",North America
183,Botswana,24,,1,,17,6,,10,0.4,"11,495","4,901","2,345,288",Africa
184,Timor-Leste,24,,,,24,0,,18,,738,561,"1,315,109",Asia
185,Gambia,23,,1,,10,12,,10,0.4,"1,341",557,"2,407,297",Africa
186,Grenada,22,+1,,,14,8,4,196,,"2,419","21,510","112,458",North America
187,Bhutan,21,+1,,,5,16,,27,,"13,311","17,275","770,517",Asia
188,Laos,19,,,,14,5,,3,,"4,204",579,"7,261,799",Asia
189,Belize,18,,2,,16,0,,45,5,"1,043","2,629","396,673",North America
190,Fiji,18,,,,15,3,,20,,"1,300","1,452","895,624",Australia/Oceania
191,New Caledonia,18,,,,18,0,,63,,"5,454","19,127","285,148",Australia/Oceania
192,Saint Lucia,18,,,,18,0,,98,,727,"3,961","183,522",North America
193,St. Vincent Grenadines,17,,,,14,3,,153,,155,"1,398","110,896",North America
194,Curaçao,16,,1,,14,1,,98,6,389,"2,372","164,009",North America
195,Dominica,16,,,,15,1,,222,,420,"5,836","71,964",North America
196,Namibia,16,,,,13,3,,6,,"2,074",818,"2,534,815",Africa
197,Burundi,15,,1,,7,7,,1,0.08,284,24,"11,841,556",Africa
198,Saint Kitts and Nevis,15,,,,14,1,,282,,327,"6,152","53,151",North America
199,Falkland Islands,13,,,,13,0,,"3,751",,402,"115,984","3,466",South America
200,Turks and Caicos,12,,1,,10,1,,310,26,109,"2,820","38,649",North America
201,Vatican City,12,,,,2,10,,"14,981",,,,801,Europe
202,Comoros,11,,1,,3,7,,13,1,,,"867,116",Africa
203,Montserrat,11,,1,,8,2,1,"2,204",200,36,"7,212","4,992",North America
204,Greenland,11,,,,11,0,,194,,"1,629","28,701","56,758",North America
205,Seychelles,11,,,,10,1,,112,,,,"98,270",Africa
206,Suriname,10,,1,,9,0,,17,2,404,689,"585,963",South America
207,MS Zaandam,9,,2,,,7,,,,,,,
208,British Virgin Islands,8,+1,1,,6,1,,265,33,167,"5,529","30,206",North America
209,Papua New Guinea,8,,,,8,0,,0.9,,"2,402",269,"8,924,516",Australia/Oceania
210,Caribbean Netherlands,6,,,,6,0,,229,,357,"13,630","26,192",North America
211,St. Barth,6,,,,6,0,,608,,,,"9,873",North America
212,Western Sahara,6,,,,6,0,,10,,,,"595,342",Africa
213,Anguilla,3,,,,3,0,,200,,,,"14,986",North America
214,Lesotho,1,,,,,1,,0.5,,,,"2,140,096",Africa
215,Saint Pierre Miquelon,1,,,,1,0,,173,,,,"5,797",North America
NA,Total:,"757,924","+18,966","23,963",+371,"431,944","302,017","4,932",,,,,,Asia
NA,Total:,"1,632,167","+31,311","99,633","+1,961","406,544","1,125,990","17,297",,,,,,North America
NA,Total:,"1,741,129","+22,456","160,482","+1,414","739,801","840,846","12,196",,,,,,Europe
NA,Total:,"401,072","+23,863","21,303","+1,265","139,641","240,128","10,271",,,,,,South America
NA,Total:,"79,780","+2,778","2,639",+61,"30,210","46,931",288,,,,,,Africa
NA,Total:,"8,621",+31,119,,"7,858",644,19,,,,,,Australia/Oceania
NA,Total:,721,,15,,651,55,4,,,,,,
NA,Total:,"4,621,414","+99,405","308,154","+5,072","1,756,649","2,556,611","45,007",592.9,39.5,,,,All
