#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
14,Canada,"84,699","+1,078","6,424",+69,"43,985","34,290",502,"2,246",170,"1,459,288","38,700","37,708,187",North America
15,Saudi Arabia,"72,560","+2,399",390,+11,"43,520","28,650",372,"2,088",11,"703,534","20,242","34,756,224",Asia
16,Chile,"69,102","+3,709",718,+45,"28,148","40,236","1,090","3,618",38,"471,758","24,700","19,099,374",South America
17,Mexico,"65,856","+3,329","7,179",+190,"44,919","13,758",378,511,56,"215,656","1,674","128,792,446",North America
18,Belgium,"57,092",+282,"9,280",+43,"15,272","32,540",256,"4,928",801,"781,284","67,442","11,584,564",Europe
19,Pakistan,"54,601","+2,164","1,133",+32,"17,198","36,270",111,248,5,"473,607","2,149","220,427,217",Asia
20,Netherlands,"45,236",+172,"5,822",+11,N/A,N/A,223,"2,641",340,"313,755","18,315","17,131,112",Europe
21,Qatar,"43,714","+1,501",23,+2,"9,170","34,521",188,"15,200",8,"188,143","65,422","2,875,845",Asia
22,Ecuador,"36,756",+498,"3,108",+12,"3,560","30,088",208,"2,087",176,"106,079","6,022","17,614,626",South America
23,Belarus,"36,198",+954,199,+5,"14,155","21,844",92,"3,831",21,"450,627","47,687","9,449,627",Europe
24,Bangladesh,"33,610","+1,532",480,+28,"6,901","26,229",1,204,3,"243,583","1,481","164,519,918",Asia
25,Sweden,"33,459",+271,"3,998",+6,"4,971","24,490",249,"3,315",396,"209,900","20,797","10,092,886",Europe
26,Singapore,"31,616",+548,23,,"14,876","16,717",8,"5,408",4,"294,414","50,365","5,845,641",Asia
27,Switzerland,"30,736",+11,"1,906",+1,"28,100",730,50,"3,554",220,"370,464","42,837","8,648,175",Europe
28,Portugal,"30,623",+152,"1,316",+14,"17,549","11,758",78,"3,002",129,"689,705","67,621","10,199,578",Europe
29,UAE,"29,485",+781,245,+1,"15,056","14,184",1,"2,985",25,"1,600,923","162,071","9,877,923",Asia
30,Ireland,"24,639",+57,"1,608",+4,"21,060","1,971",54,"4,996",326,"295,626","59,940","4,932,053",Europe
31,South Africa,"22,583","+1,240",429,+22,"11,100","11,054",128,381,7,"583,855","9,857","59,230,390",Africa
32,Indonesia,"22,271",+526,"1,372",+21,"5,402","15,497",,82,5,"248,555",910,"273,223,931",Asia
33,Poland,"21,326",+395,996,+3,"9,194","11,136",160,563,26,"767,441","20,276","37,850,650",Europe
34,Kuwait,"21,302",+838,156,+8,"6,117","15,029",177,"4,996",37,"271,089","63,578","4,263,883",Asia
35,Colombia,"21,175",+998,727,+22,"5,016","15,432",136,417,14,"252,742","4,973","50,826,673",South America
36,Ukraine,"20,986",+406,617,+12,"7,108","13,261",256,480,14,"285,626","6,527","43,758,701",Europe
37,Romania,"18,070",+213,"1,185",+9,"11,399","5,486",188,939,62,"368,482","19,142","19,249,829",Europe
38,Egypt,"17,265",+752,764,+29,"4,807","11,694",41,169,7,"135,000","1,322","102,125,693",Africa
39,Israel,"16,717",+5,279,,"14,153","2,285",45,"1,818",30,"537,489","58,438","9,197,590",Asia
40,Japan,"16,550",+14,820,+12,"13,413","2,317",168,131,6,"271,201","2,144","126,513,796",Asia
41,Austria,"16,503",+17,640,+1,"15,063",800,29,"1,833",71,"401,857","44,645","9,001,207",Europe
42,Dominican Republic,"14,801",+379,458,,"8,133","6,210",113,"1,366",42,"65,355","6,031","10,836,671",North America
43,Philippines,"14,035",+258,868,+5,"3,249","9,918",81,128,8,"295,593","2,701","109,427,802",Asia
44,Argentina,"12,076",+723,452,+7,"3,732","7,892",171,267,10,"129,418","2,866","45,153,114",South America
45,Denmark,"11,360",+71,562,+1,"9,900",898,21,"1,962",97,"537,742","92,872","5,790,165",Europe
46,S. Korea,"11,190",+25,266,,"10,213",711,15,218,5,"820,289","16,001","51,264,841",Asia
47,Serbia,"11,159",+67,238,,"5,857","5,064",12,"1,277",27,"217,856","24,924","8,740,747",Europe
48,Panama,"10,926",+349,306,+7,"6,279","4,341",72,"2,536",71,"58,240","13,520","4,307,539",North America
49,Afghanistan,"10,582",+584,218,+2,"1,075","9,289",19,273,6,"30,052",774,"38,831,756",Asia
50,Bahrain,"9,138",+336,14,+1,"4,587","4,537",8,"5,392",8,"276,552","163,192","1,694,642",Asia
51,Czechia,"8,955",+65,315,+1,"6,078","2,562",29,836,29,"399,896","37,349","10,707,014",Europe
52,Norway,"8,352",+6,235,,"7,727",390,12,"1,542",43,"229,769","42,417","5,416,911",Europe
53,Kazakhstan,"8,322",+403,35,,"4,352","3,935",31,444,2,"657,214","35,045","18,753,268",Asia
54,Algeria,"8,306",+193,600,+8,"4,784","2,922",22,190,14,,,"43,765,771",Africa
55,Nigeria,"7,839",+313,226,+5,"2,263","5,350",7,38,1,"44,458",216,"205,570,171",Africa
56,Oman,"7,770",+513,37,+1,"1,933","5,800",31,"1,526",7,"72,000","14,140","5,092,104",Asia
57,Morocco,"7,433",+27,199,+1,"4,703","2,531",1,202,5,"142,882","3,876","36,864,928",Africa
58,Malaysia,"7,245",+60,115,,"5,945","1,185",9,224,4,"507,682","15,707","32,322,531",Asia
59,Australia,"7,114",+3,102,,"6,508",504,5,279,4,"1,224,627","48,083","25,469,064",Australia/Oceania
60,Moldova,"7,093",+99,250,+8,"3,713","3,130",286,"1,758",62,"40,565","10,054","4,034,871",Europe
61,Ghana,"6,683",+66,32,+1,"1,998","4,653",16,216,1,"193,705","6,248","31,002,078",Africa
62,Armenia,"6,661",+359,81,+4,"3,064","3,516",10,"2,248",27,"50,397","17,011","2,962,695",Asia
63,Finland,"6,579",+11,307,+1,"4,800","1,472",19,"1,188",55,"166,900","30,127","5,539,869",Europe
64,Bolivia,"5,915",+336,240,+10,609,"5,066",3,507,21,"14,803","1,270","11,656,259",South America
65,Cameroon,"4,890",+490,165,+6,"1,865","2,860",28,185,6,,,"26,472,178",Africa
66,Iraq,"4,469",+197,160,+8,"2,738","1,571",,111,4,"186,885","4,658","40,123,092",Asia
67,Azerbaijan,"4,122",+140,49,,"2,607","1,466",42,407,5,"270,739","26,727","10,129,784",Asia
68,Luxembourg,"3,992",+2,110,+1,"3,767",115,7,"6,388",176,"67,729","108,385","624,891",Europe
69,Honduras,"3,743",+266,174,+7,455,"3,114",13,379,18,"11,820","1,195","9,887,829",North America
70,Hungary,"3,741",+28,486,+4,"1,690","1,565",28,387,50,"162,925","16,861","9,662,723",Europe
71,Sudan,"3,628",+250,146,+9,424,"3,058",,83,3,401,9,"43,735,987",Africa
72,Guinea,"3,275",+99,20,,"1,673","1,582",24,250,2,"14,407","1,100","13,092,620",Africa
73,Uzbekistan,"3,164",+49,13,,"2,565",586,4,95,0.4,"460,000","13,765","33,417,915",Asia
74,Guatemala,"3,054",+311,55,+4,244,"2,755",5,171,3,"25,464","1,424","17,879,798",North America
75,Senegal,"3,047",+71,35,+1,"1,456","1,556",12,183,2,"35,016","2,097","16,694,358",Africa
76,Thailand,"3,040",,56,,"2,921",63,61,44,0.8,"328,073","4,701","69,782,581",Asia
77,Tajikistan,"2,929",+191,46,+2,"1,301","1,582",,308,5,,,"9,514,051",Asia
78,Greece,"2,878",+2,171,,"1,374","1,333",19,276,16,"153,963","14,765","10,427,916",Europe
79,Bulgaria,"2,427",+19,130,+4,840,"1,457",29,349,19,"74,096","10,656","6,953,369",Europe
80,Bosnia and Herzegovina,"2,401",+10,144,+3,"1,680",577,4,731,44,"59,532","18,135","3,282,754",Europe
81,Ivory Coast,"2,376",+10,30,,"1,219","1,127",,90,1,"23,444",891,"26,305,483",Africa
82,Djibouti,"2,270",,10,,"1,064","1,196",,"2,301",10,"22,097","22,400","986,480",Africa
83,Croatia,"2,244",+1,99,,"2,027",118,6,546,24,"61,482","14,968","4,107,668",Europe
84,DRC,"2,141",+116,63,,317,"1,761",,24,0.7,,,"89,249,182",Africa
85,North Macedonia,"1,978",+37,113,,"1,422",443,21,949,54,"25,270","12,129","2,083,382",Europe
86,Cuba,"1,941",+10,82,+1,"1,689",170,3,171,7,"94,060","8,304","11,327,291",North America
87,Gabon,"1,934",,12,,459,"1,463",10,871,5,"9,908","4,463","2,219,916",Africa
88,El Salvador,"1,915",+96,35,+2,594,"1,286",25,295,5,"72,616","11,201","6,482,911",North America
89,Estonia,"1,823",+2,64,,"1,532",227,1,"1,374",48,"75,779","57,129","1,326,447",Europe
90,Iceland,"1,804",,10,,"1,791",3,,"5,290",29,"58,225","170,739","341,018",Europe
91,Lithuania,"1,623",+7,63,,"1,138",422,17,595,23,"267,719","98,219","2,725,743",Europe
92,Somalia,"1,594",,61,,204,"1,329",2,101,4,,,"15,843,017",Africa
93,Mayotte,"1,587",+66,20,+1,894,673,11,"5,833",74,"5,200","19,112","272,084",Africa
94,Slovakia,"1,509",+5,28,,"1,301",180,1,276,5,"158,414","29,017","5,459,382",Europe
95,New Zealand,"1,504",,21,,"1,456",27,1,312,4,"259,152","53,786","4,818,226",Australia/Oceania
96,Slovenia,"1,468",,107,+1,"1,340",21,4,706,51,"75,110","36,130","2,078,910",Europe
97,Kyrgyzstan,"1,403",+38,14,,980,409,5,215,2,"98,281","15,091","6,512,696",Asia
98,Maldives,"1,371",+58,4,,144,"1,223",9,"2,541",7,"11,775","21,825","539,521",Asia
99,Kenya,"1,214",+22,51,+1,383,780,1,23,1.0,"59,260","1,105","53,641,131",Africa
100,Sri Lanka,"1,141",+52,9,,674,458,1,53,0.4,"53,092","2,480","21,404,252",Asia
101,Venezuela,"1,121",+111,10,,262,849,2,39,0.4,"804,004","28,266","28,443,719",South America
102,Lebanon,"1,114",+17,26,,688,400,4,163,4,"74,224","10,870","6,828,370",Asia
103,Guinea-Bissau,"1,114",,6,,42,"1,066",,568,3,"1,500",764,"1,962,847",Africa
104,Hong Kong,"1,066",,4,,"1,030",32,1,142,0.5,"202,930","27,091","7,490,759",Asia
105,Tunisia,"1,048",,48,+1,914,86,3,89,4,"47,649","4,036","11,805,813",Africa
106,Latvia,"1,047",+1,22,,712,313,2,555,12,"99,049","52,459","1,888,124",Europe
107,Mali,"1,030",+15,65,+2,597,368,,51,3,"3,483",173,"20,184,488",Africa
108,Albania,998,+9,32,+1,789,177,5,347,11,"13,279","4,614","2,878,103",Europe
109,Equatorial Guinea,960,,11,,165,784,,687,8,854,611,"1,397,634",Africa
110,Niger,945,+2,61,,783,101,,39,3,"5,989",248,"24,103,187",Africa
111,Cyprus,935,+8,17,,594,324,10,775,14,"99,733","82,666","1,206,464",Asia
112,Costa Rica,930,+12,10,,620,300,3,183,2,"23,378","4,594","5,089,334",North America
113,Zambia,920,,7,,336,577,1,50,0.4,"20,011","1,092","18,325,629",Africa
114,Haiti,865,+53,26,+1,22,817,,76,2,"2,718",239,"11,388,004",North America
115,Paraguay,862,+12,11,,307,544,,121,2,"24,812","3,483","7,123,379",South America
116,Burkina Faso,814,,52,,672,90,,39,2,,,"20,838,531",Africa
117,Uruguay,769,+5,22,,618,129,5,221,6,"38,146","10,985","3,472,528",South America
118,Andorra,762,,51,,653,58,3,"9,864",660,"3,750","48,542","77,253",Europe
119,Georgia,730,+2,12,,522,196,6,183,3,"48,565","12,172","3,989,910",Asia
120,Diamond Princess,712,,13,,651,48,4,,,,,0,
121,Jordan,708,+4,9,,471,228,5,69,0.9,"163,173","16,009","10,192,674",Asia
122,Sierra Leone,707,+86,40,+1,241,426,,89,5,,,"7,959,309",Africa
123,Chad,675,+27,60,,215,400,,41,4,,,"16,372,282",Africa
124,San Marino,665,,42,,266,357,1,"19,603","1,238","3,968","116,967","33,924",Europe
125,South Sudan,655,,8,,6,641,,59,0.7,"3,356",300,"11,180,046",Africa
126,Malta,610,+1,6,,476,128,1,"1,382",14,"60,812","137,763","441,426",Europe
127,CAR,604,+52,1,,22,581,,125,0.2,"11,570","2,400","4,820,755",Africa
128,Nepal,603,+19,3,,87,513,,21,0.1,"138,841","4,774","29,080,393",Asia
129,Ethiopia,582,+88,5,,152,425,,5,0.04,"81,010",707,"114,646,241",Africa
130,Channel Islands,558,,45,,517,-4,,"3,212",259,"10,255","59,039","173,698",Europe
131,Jamaica,550,+6,9,,200,341,1,186,3,"9,923","3,353","2,959,871",North America
132,Madagascar,527,+39,2,,142,383,6,19,0.07,"5,670",205,"27,611,307",Africa
133,Tanzania,509,,21,,183,305,7,9,0.4,,,"59,541,003",Africa
134,Congo,487,,16,,147,324,,88,3,,,"5,502,963",Africa
135,Réunion,452,,1,,411,40,2,505,1,"17,200","19,225","894,662",Africa
136,Taiwan,441,,7,,414,20,,19,0.3,"70,697","2,969","23,812,509",Asia
137,Palestine,423,,3,,357,63,,83,0.6,"44,876","8,819","5,088,300",Asia
138,Togo,381,+8,12,,141,228,,46,1,"16,747","2,028","8,257,247",Africa
139,Cabo Verde,380,+9,3,,155,222,,684,5,"1,307","2,353","555,360",Africa
140,Isle of Man,336,,24,,303,9,2,"3,953",282,"4,523","53,219","84,988",Europe
141,Mauritius,334,+2,10,,322,2,,263,8,"102,247","80,411","1,271,559",Africa
142,French Guiana,328,+49,1,,145,182,,"1,101",3,,,"297,814",South America
143,Rwanda,327,+2,,,237,90,,25,,"58,477","4,527","12,916,434",Africa
144,Vietnam,325,+1,,,267,58,2,3,,"275,000","2,828","97,248,575",Asia
145,Montenegro,324,,9,,315,0,,516,14,"10,167","16,188","628,058",Europe
146,Nicaragua,279,,17,,199,63,,42,3,,,"6,616,331",North America
147,Liberia,265,+10,26,,139,100,,53,5,,,"5,044,519",Africa
148,Sao Tome and Principe,251,,8,,4,239,,"1,148",37,175,800,"218,720",Africa
149,Eswatini,250,+12,2,,156,92,,216,2,"4,994","4,309","1,158,921",Africa
150,Mauritania,237,+10,6,,15,216,,51,1,"2,583",557,"4,635,933",Africa
151,Yemen,222,+10,42,+3,10,170,,7,1,120,4,"29,753,775",Asia
152,Myanmar,201,,6,,122,73,,4,0.1,"18,644",343,"54,372,762",Asia
153,Uganda,198,,,,68,130,,4,,"84,975","1,865","45,574,375",Africa
154,Martinique,197,,14,,91,92,,525,37,,,"375,293",North America
155,Mozambique,194,+26,,,51,143,,6,,"8,463",272,"31,156,229",Africa
156,Benin,191,+56,3,,82,106,,16,0.2,"27,954","2,313","12,087,557",Africa
157,Faeroe Islands,187,,,,187,0,,"3,829",,"9,178","187,904","48,844",Europe
158,Guadeloupe,161,+5,14,+1,115,32,3,402,35,"3,573","8,930","400,117",North America
159,Gibraltar,154,+2,,,147,7,,"4,571",,"6,524","193,636","33,692",Europe
160,Brunei,141,,1,,137,3,2,323,2,"18,411","42,126","437,047",Asia
161,Mongolia,141,,,,32,109,25,43,,"12,407","3,791","3,272,661",Asia
162,Guyana,135,+8,10,,62,63,2,172,13,"1,457","1,853","786,170",South America
163,Bermuda,133,+5,9,,81,43,2,"2,135",144,"6,362","102,119","62,300",North America
164,Cayman Islands,129,,1,,61,67,,"1,965",15,"8,426","128,363","65,642",North America
165,Cambodia,124,,,,122,2,1,7,,"16,416",983,"16,694,582",Asia
166,Trinidad and Tobago,116,,8,,108,0,,83,6,"2,930","2,094","1,399,036",North America
167,Aruba,101,,3,,95,3,3,946,28,"2,070","19,396","106,721",North America
168,Bahamas,100,,11,,45,44,1,255,28,"1,955","4,976","392,857",North America
169,Monaco,98,,4,,90,4,2,"2,499",102,,,"39,214",Europe
170,Barbados,92,,7,,70,15,4,320,24,"4,664","16,232","287,340",North America
171,Comoros,87,+9,1,,21,65,,100,1,,,"867,573",Africa
172,Syria,86,+16,4,,41,41,,5,0.2,,,"17,453,396",Asia
173,Malawi,83,+1,4,+1,33,46,1,4,0.2,"2,411",126,"19,074,564",Africa
174,Liechtenstein,82,,1,,55,26,,"2,151",26,900,"23,612","38,117",Europe
175,Sint Maarten,77,,15,,59,3,1,"1,798",350,438,"10,228","42,825",North America
176,Libya,75,,3,,39,33,,11,0.4,"4,351",634,"6,861,458",Africa
177,Angola,69,+8,4,,18,47,,2,0.1,"10,000",305,"32,748,622",Africa
178,French Polynesia,60,,,,60,0,,214,,"3,873","13,795","280,744",Australia/Oceania
179,Zimbabwe,56,,4,,25,27,,4,0.3,"37,039","2,496","14,840,039",Africa
180,Macao,45,,,,45,0,,69,,,,"648,403",Asia
181,Burundi,42,,1,,20,21,,4,0.08,284,24,"11,850,302",Africa
182,Saint Martin,40,,3,,33,4,1,"1,036",78,553,"14,328","38,595",North America
183,Eritrea,39,,,,39,0,,11,,,,"3,541,249",Africa
184,Botswana,35,+5,1,,19,15,,15,0.4,"16,100","6,861","2,346,458",Africa
185,Antigua and Barbuda,25,,3,,19,3,1,256,31,183,"1,870","97,846",North America
186,Gambia,25,,1,,13,11,,10,0.4,"1,476",613,"2,408,973",Africa
187,Bhutan,24,,,,6,18,,31,,"15,293","19,842","770,726",Asia
188,Timor-Leste,24,,,,24,0,,18,,738,561,"1,315,727",Asia
189,Grenada,22,,,,17,5,4,196,,"3,007","26,736","112,471",North America
190,Namibia,21,+1,,,14,7,,8,,"3,027","1,194","2,535,948",Africa
191,Laos,19,,,,14,5,,3,,"5,487",755,"7,264,396",Asia
192,Belize,18,,2,,16,0,,45,5,"1,435","3,616","396,850",North America
193,Fiji,18,,,,15,3,,20,,"1,300","1,451","895,784",Australia/Oceania
194,New Caledonia,18,,,,18,0,,63,,"5,454","19,122","285,215",Australia/Oceania
195,Saint Lucia,18,,,,18,0,,98,,898,"4,893","183,543",North America
196,St. Vincent Grenadines,18,,,,14,4,,162,,209,"1,884","110,905",North America
197,Curaçao,17,,1,,14,2,,104,6,504,"3,073","164,026",North America
198,Dominica,16,,,,16,0,,222,,433,"6,017","71,968",North America
199,Saint Kitts and Nevis,15,,,,15,0,,282,,391,"7,355","53,161",North America
200,Falkland Islands,13,,,,13,0,,"3,749",,445,"128,316","3,468",South America
201,Turks and Caicos,12,,1,,10,1,,310,26,126,"3,259","38,662",North America
202,Greenland,12,+1,,,11,1,,211,,"1,885","33,210","56,760",North America
203,Vatican City,12,,,,2,10,,"14,981",,,,801,Europe
204,Montserrat,11,,1,,10,0,,"2,204",200,36,"7,212","4,992",North America
205,Suriname,11,,1,,9,1,,19,2,488,833,"586,092",South America
206,Seychelles,11,,,,11,0,,112,,,,"98,285",Africa
207,MS Zaandam,9,,2,,,7,,,,,,0,
208,Western Sahara,9,+3,,,6,3,,15,,,,"595,704",Africa
209,British Virgin Islands,8,,1,,6,1,,265,33,167,"5,528","30,211",North America
210,Papua New Guinea,8,,,,8,0,,0.9,,"2,402",269,"8,928,690",Australia/Oceania
211,Caribbean Netherlands,6,,,,6,0,,229,,424,"16,184","26,198",North America
212,St. Barth,6,,,,6,0,,608,,137,"13,875","9,874",North America
213,Anguilla,3,,,,3,0,,200,,30,"2,001","14,989",North America
214,Lesotho,2,,,,,2,,0.9,,283,132,"2,140,514",Africa
215,Saint Pierre Miquelon,1,,,,1,0,,173,,,,"5,797",North America
NA,Total:,"960,418","+24,085","27,455",+387,"559,585","373,378","13,789",,,,,,Asia
NA,Total:,"1,877,349","+25,508","114,169",+899,"559,981","1,203,199","18,270",,,,,,North America
NA,Total:,"631,840","+26,874","31,472",+882,"242,187","358,181","10,855",,,,,,South America
NA,Total:,"1,901,749","+15,849","169,844",+569,"882,607","849,298","9,977",,,,,,Europe
NA,Total:,"113,656","+4,186","3,356",+89,"46,269","64,031",323,,,,,,Africa
NA,Total:,"8,722",+3,123,,"8,065",534,6,,,,,,Australia/Oceania
NA,Total:,721,,15,,651,55,4,,,,,,
NA,Total:,"5,494,455","+96,505","346,434","+2,826","2,299,345","2,848,676","53,224",704.9,44.4,,,,All
